,u,v,adamic_adar
12099,toxic adjuvants,diabetes,0.24524606181
12119,toxic adjuvants,CDC,0.219089332814
12125,toxic adjuvants,International Business Times,0.24524606181
12132,toxic adjuvants,more severe autism,0.219089332814
12134,toxic adjuvants,single visit,0.464335394624
12137,toxic adjuvants,asthma,0.24524606181
12139,toxic adjuvants,toxic substances,0.219089332814
12148,toxic adjuvants,narcolepsy,0.24524606181
12161,toxic adjuvants,victims,0.24524606181
12165,toxic adjuvants,simultaneous vaccinations,0.24524606181
12166,toxic adjuvants,chewable multivitamin,0.24524606181
12173,toxic adjuvants,vaccine apologists,0.24524606181
12182,toxic adjuvants,toxic chemical ingredients,0.464335394624
12194,toxic adjuvants,side effects,0.219089332814
12203,toxic adjuvants,mentally challenged,0.219089332814
12229,toxic adjuvants,benefit,0.219089332814
12241,toxic adjuvants,compromised immunity,0.219089332814
12243,toxic adjuvants,sick children,0.219089332814
12247,toxic adjuvants,schedule,0.219089332814
12266,toxic adjuvants,Global Post,0.24524606181
12272,toxic adjuvants,trustworthy,0.219089332814
12275,toxic adjuvants,Americans,0.219089332814
12281,toxic adjuvants,Big Pharma,0.464335394624
12294,toxic adjuvants,ADHD,0.24524606181
12304,toxic adjuvants,vaccine dangers,0.24524606181
12305,toxic adjuvants,vaccination,0.24524606181
12308,toxic adjuvants,heavy metals,0.219089332814
12316,toxic adjuvants,thimerosal,0.219089332814
12330,toxic adjuvants,brain-damaged,0.24524606181
12337,toxic adjuvants,autism,0.464335394624
12345,toxic adjuvants,problem,0.219089332814
12354,toxic adjuvants,deaths,0.24524606181
12356,toxic adjuvants,parent's right,0.24524606181
12358,toxic adjuvants,unsafe,0.219089332814
12360,toxic adjuvants,normal life,0.24524606181
12365,toxic adjuvants,dangerous medical intervention,0.219089332814
12376,toxic adjuvants,SB 277,0.464335394624
12386,toxic adjuvants,immunity,0.219089332814
12397,toxic adjuvants,vaccine-injured children,0.219089332814
12416,toxic adjuvants,African women,0.219089332814
12419,toxic adjuvants,informed consent,0.24524606181
12422,toxic adjuvants,students,0.219089332814
12431,toxic adjuvants,chronic disease,0.464335394624
12441,government health agencies,children,0.417032391424
12508,government health agencies,vaccine damage,0.417032391424
12799,government health agencies,sinister revenue model,0.417032391424
12863,government health agencies,Big Tobacco,0.417032391424
13059,government health agencies,vaccines,0.417032391424
13409,government health agencies,criminal mafia,0.417032391424
13489,government health agencies,New York Times,0.417032391424
13511,government health agencies,you,0.417032391424
13539,government health agencies,number of shots,0.417032391424
13550,government health agencies,profits,0.417032391424
13567,trust of patients,children,0.328458738753
13734,trust of patients,employment laws,0.328458738753
13849,trust of patients,American Nursing Association's Code of Ethics,0.328458738753
13943,trust of patients,pushing vaccines on children,0.328458738753
13947,trust of patients,prejudice,0.328458738753
13991,trust of patients,doctors,0.328458738753
14002,trust of patients,patients,0.328458738753
14009,trust of patients,practice of family center care,0.328458738753
14112,trust of patients,public health laws,0.328458738753
14226,trust of patients,stand up and fight,0.328458738753
14251,trust of patients,discrimination,0.328458738753
14276,trust of patients,vaccination exemptions,0.328458738753
14287,trust of patients,assault and battery,0.328458738753
14450,trust of patients,right,0.328458738753
14454,trust of patients,people,0.328458738753
14489,trust of patients,government partnership with Big Pharma,0.328458738753
14556,trust of patients,vaccine dangers,0.328458738753
14557,trust of patients,vaccination,0.328458738753
14628,trust of patients,vaccination decisions,0.328458738753
14629,trust of patients,SB 277,0.328458738753
14693,controversial,children,0.333808200695
14717,controversial,parental choice,0.333808200695
14745,controversial,genetically susceptible children,0.333808200695
14765,controversial,vaccine violence,0.333808200695
14863,controversial,science,0.333808200695
14925,controversial,parental consent,0.333808200695
15085,controversial,California's vaccine violence,0.333808200695
15138,controversial,Jim Carrey,0.333808200695
15184,controversial,neurological damage,0.333808200695
15207,controversial,medical ethics,0.333808200695
15256,controversial,genetic predisposition,0.333808200695
15295,controversial,mandatory vaccines,0.333808200695
15311,controversial,vaccines,0.333808200695
15349,controversial,mainstream media,0.333808200695
15361,controversial,genetic screening,0.333808200695
15497,controversial,human rights,0.333808200695
15560,controversial,toxic chemical ingredients,0.333808200695
15797,controversial,informed consent,0.333808200695
15817,Vaccine Injury Compensation Program,children,0.279055313276
15819,Vaccine Injury Compensation Program,carpet,0.417032391424
15879,Vaccine Injury Compensation Program,rate,0.279055313276
15904,Vaccine Injury Compensation Program,public,0.279055313276
15909,Vaccine Injury Compensation Program,rules of due process and law,0.402429604382
15920,Vaccine Injury Compensation Program,violation of basic human rights,0.402429604382
15930,Vaccine Injury Compensation Program,studies,0.279055313276
15932,Vaccine Injury Compensation Program,Constitution,0.402429604382
15933,Vaccine Injury Compensation Program,pharma-controlled lamestream media,0.558110626551
15942,Vaccine Injury Compensation Program,electromagnetic fields,0.279055313276
15965,Vaccine Injury Compensation Program,court of law,0.402429604382
15988,Vaccine Injury Compensation Program,MMR,0.279055313276
16008,Vaccine Injury Compensation Program,numbers,0.279055313276
16032,Vaccine Injury Compensation Program,pharma-controlled U.S. media,0.558110626551
16044,Vaccine Injury Compensation Program,newborn boys,0.279055313276
16099,Vaccine Injury Compensation Program,low-level mercury poisoning,0.279055313276
16107,Vaccine Injury Compensation Program,extreme challenges,0.279055313276
16173,Vaccine Injury Compensation Program,phthalates,0.279055313276
16182,Vaccine Injury Compensation Program,violation of law,0.402429604382
16222,Vaccine Injury Compensation Program,rates,0.279055313276
16234,Vaccine Injury Compensation Program,environmental chemicals,0.279055313276
16255,Vaccine Injury Compensation Program,exposures,0.279055313276
16283,Vaccine Injury Compensation Program,Josh Hadfield,0.558110626551
16297,Vaccine Injury Compensation Program,African American males,0.279055313276
16367,Vaccine Injury Compensation Program,Apartheid,0.402429604382
16373,Vaccine Injury Compensation Program,thousands of children,0.417032391424
16382,Vaccine Injury Compensation Program,vaccine reaction,0.417032391424
16383,Vaccine Injury Compensation Program,glutathione,0.279055313276
16417,Vaccine Injury Compensation Program,encephalopathy,0.279055313276
16429,Vaccine Injury Compensation Program,financial influence,0.558110626551
16431,Vaccine Injury Compensation Program,Ryan Mojabi,0.279055313276
16432,Vaccine Injury Compensation Program,vaccines,0.279055313276
16450,Vaccine Injury Compensation Program,parent-reported cases,0.279055313276
16507,Vaccine Injury Compensation Program,hepatitis B vaccine,0.279055313276
16517,Vaccine Injury Compensation Program,measles,0.279055313276
16527,Vaccine Injury Compensation Program,statistically acceptable collateral damage,0.417032391424
16552,Vaccine Injury Compensation Program,alzheimer's,0.279055313276
16575,Vaccine Injury Compensation Program,CDC whistleblower,0.279055313276
16579,Vaccine Injury Compensation Program,preservative,0.279055313276
16590,Vaccine Injury Compensation Program,Bill of Rights,0.402429604382
16607,Vaccine Injury Compensation Program,lifetime need,0.279055313276
16618,Vaccine Injury Compensation Program,CDC,0.279055313276
16639,Vaccine Injury Compensation Program,vaccine safety,0.279055313276
16658,Vaccine Injury Compensation Program,real,0.417032391424
16660,Vaccine Injury Compensation Program,victims,0.417032391424
16680,Vaccine Injury Compensation Program,toxic chemical ingredients,0.6960877047
16694,Vaccine Injury Compensation Program,vaccine-injured families,0.417032391424
16700,Vaccine Injury Compensation Program,people,0.417032391424
16705,Vaccine Injury Compensation Program,pharma-controlled press,0.558110626551
16767,Vaccine Injury Compensation Program,citizens,0.402429604382
16788,Vaccine Injury Compensation Program,extraordinary powers,0.402429604382
16793,Vaccine Injury Compensation Program,endotoxins,0.279055313276
16803,Vaccine Injury Compensation Program,vaccination,0.279055313276
16806,Vaccine Injury Compensation Program,heavy metals,0.417032391424
16814,Vaccine Injury Compensation Program,thimerosal,0.279055313276
16861,Vaccine Injury Compensation Program,male neonates,0.279055313276
16864,Vaccine Injury Compensation Program,link,0.279055313276
16887,Vaccine Injury Compensation Program,millions of dollars,1.84512464527
16894,Vaccine Injury Compensation Program,vaccine-injured children,0.279055313276
17731,battle,Bruesewitz v. Wyeth,1.44269504089
18058,Food and Drug Administration Modernization Act,children,0.288539008178
18075,Food and Drug Administration Modernization Act,safe form of mercury,0.288539008178
18083,Food and Drug Administration Modernization Act,vaccine additives,0.288539008178
18090,Food and Drug Administration Modernization Act,California government,0.288539008178
18112,Food and Drug Administration Modernization Act,neurotoxin,0.288539008178
18155,Food and Drug Administration Modernization Act,detoxification,0.288539008178
18238,Food and Drug Administration Modernization Act,proof,0.288539008178
18278,Food and Drug Administration Modernization Act,pandemic H1N1 swine flu vaccine,0.288539008178
18348,Food and Drug Administration Modernization Act,Merck,0.558110626551
18407,Food and Drug Administration Modernization Act,rational scientist,0.288539008178
18437,Food and Drug Administration Modernization Act,vaccine agenda,0.288539008178
18447,Food and Drug Administration Modernization Act,safety,0.288539008178
18449,Food and Drug Administration Modernization Act,U.S. government,0.288539008178
18476,Food and Drug Administration Modernization Act,chemicals,0.558110626551
18481,Food and Drug Administration Modernization Act,injected,0.288539008178
18542,Food and Drug Administration Modernization Act,multi-dose vaccines,0.288539008178
18557,Food and Drug Administration Modernization Act,flu shots,0.288539008178
18564,Food and Drug Administration Modernization Act,glutathione levels,0.288539008178
18579,Food and Drug Administration Modernization Act,neurotoxic,0.288539008178
18624,Food and Drug Administration Modernization Act,glutathione,0.288539008178
18626,Food and Drug Administration Modernization Act,aluminum,0.288539008178
18657,Food and Drug Administration Modernization Act,mandatory vaccines,0.288539008178
18673,Food and Drug Administration Modernization Act,vaccines,0.288539008178
18798,Food and Drug Administration Modernization Act,vaccine industry,0.288539008178
18820,Food and Drug Administration Modernization Act,preservative,0.288539008178
18860,Food and Drug Administration Modernization Act,CDC,0.288539008178
18922,Food and Drug Administration Modernization Act,toxic chemical ingredients,0.558110626551
18942,Food and Drug Administration Modernization Act,people,0.288539008178
19017,Food and Drug Administration Modernization Act,nervous system,0.288539008178
19020,Food and Drug Administration Modernization Act,additives,0.558110626551
19056,Food and Drug Administration Modernization Act,thimerosal,0.846649634729
19062,Food and Drug Administration Modernization Act,human biology,0.288539008178
19065,Food and Drug Administration Modernization Act,children with severe ASDs,0.288539008178
19066,Food and Drug Administration Modernization Act,rational doctor,0.288539008178
19564,settlement,National Vaccine Injury Compensation Program,0.62133493456
19613,settlement,guilt,0.455119613313
19664,settlement,U.S. citizens,0.62133493456
19752,settlement,taxes,0.62133493456
19776,settlement,government propaganda,0.455119613313
19778,settlement,mandatory vaccines,0.455119613313
19779,settlement,encephalopathy,0.455119613313
19854,settlement,trust,0.455119613313
19918,settlement,vaccine industry,0.455119613313
19939,settlement,vaccine reactions,0.455119613313
20134,settlement,Americans,0.62133493456
20155,settlement,wrong doing,0.455119613313
20266,settlement,alternative media,1.44269504089
20297,children,heightened emotion,0.721347520444
20299,children,Dr. Paul Offit,0.314657980444
20301,children,family member,1.38466793458
20303,children,Hitler's minions,0.721347520444
20307,children,medical fraud,0.258317766807
20312,children,safe form of mercury,0.288539008178
20317,children,number of vaccines,0.558110626551
20318,children,parental choice,0.333808200695
20319,children,vaccine additives,0.288539008178
20324,children,brain inflammation,0.219089332814
20326,children,parent-reported cases,0.279055313276
20327,children,thimerosal phase out,0.219089332814
20329,children,shot of perspective,0.314657980444
20331,children,school,0.219089332814
20334,children,mothers,0.314657980444
20336,children,sicker children,0.314657980444
20337,children,autoimmune disorder,0.219089332814
20341,children,convenience,0.258317766807
20345,children,genetically susceptible children,1.03379588047
20346,children,GlaxoSmithKine's Energix B,0.219089332814
20347,children,exemptions,0.258317766807
20348,children,neurotoxin,0.585513212551
20352,children,lifelong immunity,0.219089332814
