,u,v,adamic_adar
9628,fear of autism,measles vaccine,0.254334778144
9629,fear of autism,developmental disability,0.254334778144
9630,fear of autism,infectious disease,0.254334778144
9655,fear of autism,Eagle Mountain International Church,0.389871245251
9662,fear of autism,religious beliefs,0.644206023395
9669,fear of autism,peers,0.254334778144
9674,fear of autism,fraud,0.480898346963
9675,fear of autism,vaccine success,0.254334778144
9692,fear of autism,autism,0.254334778144
9696,fear of autism,SB 277,0.254334778144
9701,fear of autism,driving factors,0.254334778144
9702,fear of autism,sexually active,0.254334778144
9705,fear of autism,sense of urgency,0.254334778144
9718,fear of autism,friends,0.254334778144
9721,fear of autism,scheduled appointment,0.254334778144
9728,fear of autism,Tdap vaccine,0.254334778144
9958,genetic risk factors for ASD,behavioral interventions,0.721347520444
9992,genetic risk factors for ASD,environmental factors,0.721347520444
10106,genetic risk factors for ASD,pharmacological interventions,0.721347520444
10345,siblings,studies,0.910239226627
10589,siblings,children with neurodevelopmental issues,0.910239226627
11052,resources,anti-vaccination,0.721347520444
11145,resources,immune amnesia,0.721347520444
11192,resources,MMR vaccine doesn't trigger autism,0.910239226627
11202,resources,vaccine-autism link,0.721347520444
11354,resources,MMR vaccine safety,0.910239226627
11445,risk,medical issue,0.267546386419
11452,risk,children with immunosuppressive diseases,0.267546386419
11464,risk,Jews,0.267546386419
11468,risk,infant disability,0.267546386419
11471,risk,low vaccination rates,0.267546386419
11477,risk,National Infant Immunization Week,0.267546386419
11512,risk,measles outbreak,0.267546386419
11525,risk,polio,0.267546386419
11528,risk,Muslims,0.267546386419
11540,risk,Hilary Clinton,0.267546386419
11546,risk,responsibility,0.267546386419
11556,risk,Catholics,0.267546386419
11559,risk,social norms,0.267546386419
11580,risk,Disneyland measles outbreak,0.267546386419
11596,risk,state-level policy,0.267546386419
11600,risk,religious groups,0.267546386419
11681,risk,childhood disease,0.267546386419
11691,risk,disease,0.267546386419
11692,risk,mental disorders,0.267546386419
11696,risk,social network,0.267546386419
11704,risk,autism risk,0.267546386419
11709,risk,herd immunity,0.267546386419
11740,risk,Jehovah's Witnesses,0.267546386419
11743,risk,voluntary,0.267546386419
11774,risk,community,0.267546386419
11786,risk,Islamic principles,0.267546386419
11791,risk,measles,0.267546386419
11800,risk,hospitalizations,0.267546386419
11819,risk,infant mortality,0.267546386419
11825,risk,protect the kid next to you,0.267546386419
11850,risk,whooping cough,0.267546386419
11856,risk,vaccine-preventable diseases,0.267546386419
11873,risk,Dutch reformed churches,0.267546386419
11885,risk,religion,0.267546386419
11888,risk,infectious disease,0.267546386419
11894,risk,children with cancer,0.267546386419
11912,risk,childhood mortality,0.267546386419
11918,risk,outbreaks,0.267546386419
11938,risk,deaths,0.267546386419
11943,risk,sibling,0.267546386419
11995,choice,spread of infectious diseases,0.258317766807
12010,choice,vaccine alternatives,0.258317766807
12017,choice,efficacious,0.258317766807
12023,choice,protection,0.258317766807
12027,choice,Jews,0.258317766807
12058,choice,meningococcal disease,0.258317766807
12061,choice,infection,0.258317766807
12070,choice,science,0.258317766807
12087,choice,population health,0.258317766807
12088,choice,polio,0.258317766807
12089,choice,risk of infection,0.258317766807
12093,choice,public health,0.258317766807
12094,choice,neurological problems,0.258317766807
12097,choice,gelatin,0.258317766807
12098,choice,medical advancement,0.258317766807
12132,choice,safe,0.258317766807
12139,choice,schools,0.258317766807
12163,choice,religious groups,0.258317766807
12174,choice,immune response,0.258317766807
12186,choice,genital warts,0.258317766807
12208,choice,risk of cervical dysplasia,0.258317766807
12211,choice,written down,0.258317766807
12229,choice,cervical dysplasia,0.258317766807
12231,choice,funds,0.258317766807
12253,choice,disease,0.258317766807
12259,choice,Jewish dietary laws,0.258317766807
12295,choice,medical law,0.258317766807
12302,choice,Jehovah's Witnesses,0.258317766807
12334,choice,saved lives,0.258317766807
12335,choice,community,0.258317766807
12337,choice,church,0.258317766807
12372,choice,Hinduism,0.258317766807
12389,choice,risk of fainting,0.258317766807
12412,choice,parents,0.258317766807
12424,choice,minor symptoms,0.258317766807
12433,choice,people,0.258317766807
12454,choice,preventable disease,0.258317766807
12490,choice,link,0.258317766807
12503,choice,vaccinated individuals,0.258317766807
12504,choice,pig,0.258317766807
12506,choice,health care,0.258317766807
12511,choice,autism,0.258317766807
12515,choice,SB 277,0.258317766807
12522,choice,immunity,0.258317766807
12536,choice,Robert F. Kennedy Jr.,0.258317766807
12764,stiff neck,headache,0.721347520444
12958,stiff neck,fever,0.721347520444
13110,nausea,mild,0.389871245251
13122,nausea,tenderness,0.389871245251
13127,nausea,Neisseria meningitidis bacteria,0.303413075542
13142,nausea,vomiting,0.303413075542
13164,nausea,rash,0.303413075542
13178,nausea,household,0.303413075542
13182,nausea,antibiotics,0.303413075542
13184,nausea,cases,0.303413075542
13186,nausea,other meningococcal disease cases,0.303413075542
13226,nausea,early treatment,0.303413075542
13249,nausea,increased sensitivity to light,0.303413075542
13298,nausea,anti-vaccination,0.389871245251
13307,nausea,daily activities,0.389871245251
13318,nausea,anyone,0.303413075542
13323,nausea,headache,0.389871245251
13336,nausea,early diagnosis,0.303413075542
13355,nausea,pain,0.389871245251
13370,nausea,young adults,0.303413075542
13373,nausea,disease,0.303413075542
13376,nausea,swelling,0.389871245251
13392,nausea,respiratory secretions,0.303413075542
13401,nausea,teens,0.303413075542
13402,nausea,random cases,0.303413075542
13405,nausea,meningococcal outbreak,0.303413075542
13423,nausea,arm,0.389871245251
13430,nausea,vaccines,0.303413075542
13441,nausea,confusion,0.303413075542
13467,nausea,healthy people,0.303413075542
13478,nausea,hardness of the skin,0.389871245251
13533,nausea,parents,0.389871245251
13559,nausea,run down feeling,0.389871245251
13563,nausea,long-term disabilities,0.303413075542
13586,nausea,carrier,0.303413075542
13591,nausea,meningococcal vaccine,0.693284320794
13600,nausea,outbreaks,0.303413075542
13620,nausea,deaths,0.303413075542
13665,nausea,serogroups,0.303413075542
13676,ill effects,debunked,0.480898346963
13708,ill effects,vast amounts of money,0.480898346963
13866,ill effects,vast amounts of time,0.480898346963
13901,ill effects,retracted,0.480898346963
14005,ill effects,vaccine-autism link,0.480898346963
14172,ill effects,fraud,0.480898346963
14523,cultured cells,orthodox Hasidic Jews,0.721347520444
14566,cultured cells,Catholic parents,2.5418259737
14668,cultured cells,aborted fetuses,2.5418259737
14802,spread of infectious diseases,vaccine alternatives,0.258317766807
14809,spread of infectious diseases,efficacious,0.258317766807
14815,spread of infectious diseases,protection,0.258317766807
14819,spread of infectious diseases,Jews,0.258317766807
14850,spread of infectious diseases,meningococcal disease,0.258317766807
14853,spread of infectious diseases,infection,0.258317766807
14862,spread of infectious diseases,science,0.258317766807
14879,spread of infectious diseases,population health,0.258317766807
14880,spread of infectious diseases,polio,0.258317766807
14881,spread of infectious diseases,risk of infection,0.258317766807
14885,spread of infectious diseases,public health,0.258317766807
14886,spread of infectious diseases,neurological problems,0.258317766807
14889,spread of infectious diseases,gelatin,0.258317766807
14890,spread of infectious diseases,medical advancement,0.258317766807
14923,spread of infectious diseases,safe,0.258317766807
14930,spread of infectious diseases,schools,0.258317766807
14954,spread of infectious diseases,religious groups,0.258317766807
14965,spread of infectious diseases,immune response,0.258317766807
14977,spread of infectious diseases,genital warts,0.258317766807
14999,spread of infectious diseases,risk of cervical dysplasia,0.258317766807
15002,spread of infectious diseases,written down,0.258317766807
15020,spread of infectious diseases,cervical dysplasia,0.258317766807
15022,spread of infectious diseases,funds,0.258317766807
15044,spread of infectious diseases,disease,0.258317766807
15050,spread of infectious diseases,Jewish dietary laws,0.258317766807
15077,spread of infectious diseases,orthodox Hasidic Jews,0.480898346963
15086,spread of infectious diseases,medical law,0.258317766807
15088,spread of infectious diseases,free vaccine,0.480898346963
15093,spread of infectious diseases,Jehovah's Witnesses,0.258317766807
15125,spread of infectious diseases,saved lives,0.258317766807
15126,spread of infectious diseases,community,0.73921611377
15128,spread of infectious diseases,church,0.258317766807
15163,spread of infectious diseases,Hinduism,0.258317766807
15180,spread of infectious diseases,risk of fainting,0.258317766807
15203,spread of infectious diseases,parents,0.258317766807
15205,spread of infectious diseases,revaccinated,0.480898346963
15215,spread of infectious diseases,minor symptoms,0.258317766807
15224,spread of infectious diseases,people,0.258317766807
15237,spread of infectious diseases,religion,0.480898346963
15245,spread of infectious diseases,preventable disease,0.258317766807
15281,spread of infectious diseases,link,0.258317766807
15294,spread of infectious diseases,vaccinated individuals,0.258317766807
15295,spread of infectious diseases,pig,0.258317766807
15297,spread of infectious diseases,health care,0.258317766807
15302,spread of infectious diseases,autism,0.258317766807
15306,spread of infectious diseases,SB 277,0.73921611377
15313,spread of infectious diseases,immunity,0.258317766807
15327,spread of infectious diseases,Robert F. Kennedy Jr.,0.258317766807
15349,decrease in exemption rates,financial forces,0.51389834237
15367,decrease in exemption rates,answers,0.51389834237
15493,decrease in exemption rates,distrust of medical establishment,0.721347520444
15521,decrease in exemption rates,anti-vaccination,0.51389834237
15654,decrease in exemption rates,behavioral research,0.721347520444
15678,decrease in exemption rates,community,0.51389834237
15755,decrease in exemption rates,parents,0.721347520444
15854,decrease in exemption rates,autism,0.51389834237
15858,decrease in exemption rates,SB 277,0.51389834237
15927,debunked,vast amounts of money,0.480898346963
16085,debunked,vast amounts of time,0.480898346963
16120,debunked,retracted,0.480898346963
16224,debunked,vaccine-autism link,0.480898346963
16391,debunked,fraud,0.480898346963
16453,mild,tenderness,0.389871245251
16630,mild,anti-vaccination,0.389871245251
16639,mild,daily activities,0.389871245251
16655,mild,headache,0.389871245251
16687,mild,pain,0.389871245251
16708,mild,swelling,0.389871245251
16755,mild,arm,0.389871245251
16810,mild,hardness of the skin,0.389871245251
16865,mild,parents,0.389871245251
16891,mild,run down feeling,0.389871245251
16923,mild,meningococcal vaccine,0.389871245251
17063,booster dose,meningococcal disease,0.910239226627
17476,booster dose,meningococcal vaccine,0.910239226627
17560,large,vaccinated high-risk children,0.37892318169
